0.000000000000000000e+00,0.000000000000000000e+00
9.019607843129051616e-02,-1.176470588245592808e-02
1.843137254901421329e-01,-1.568627450990334182e-02
2.647058823529278015e-01,-1.764705882362704870e-02
3.352941176469812490e-01,-1.960784313735075557e-02
4.039215686274246764e-01,-1.960784313735075557e-02
4.588235294116884688e-01,-1.960784313735075557e-02
5.156862745097896550e-01,-1.960784313735075557e-02
5.901960784312905162e-01,-1.372549019617963495e-02
6.372549019607731680e-01,1.960784313723706873e-03
6.745098039215235985e-01,3.333333333330301684e-02
6.960784313724843742e-01,8.039215686267198180e-02
6.980392156862080810e-01,1.294117647058783405e-01
6.941176470587606673e-01,1.647058823529050642e-01
6.725490196077998917e-01,2.039215686273792016e-01
6.333333333333257542e-01,2.392156862744059254e-01
5.745098039215008612e-01,2.607843137254803878e-01
5.176470588235133619e-01,2.745098039215463359e-01
4.529411764705173482e-01,2.843137254901648703e-01
3.999999999999772626e-01,2.921568627450596978e-01
3.450980392155997833e-01,3.019607843136782321e-01
2.921568627450596978e-01,3.137254901960204734e-01
2.372549019606822185e-01,3.333333333332575421e-01
2.098039215685503223e-01,3.607843137253894383e-01
1.960784313724843742e-01,3.941176470588061420e-01
1.960784313724843742e-01,4.254901960783854520e-01
2.039215686273792016e-01,4.568627450979647620e-01
2.333333333332348047e-01,4.882352941175440719e-01
2.960784313725071115e-01,5.254901960784081894e-01
3.764705882352927802e-01,5.529411764705400856e-01
4.764705882352018307e-01,5.686274509803297406e-01
5.725490196077771543e-01,5.764705882352245681e-01
6.568627450980102367e-01,5.882352941175668093e-01
7.274509803920636841e-01,6.039215686273564643e-01
7.588235294117566809e-01,6.254901960784309267e-01
7.803921568627174565e-01,6.607843137254576504e-01
7.745098039215463359e-01,6.941176470587606673e-01
7.450980392156907328e-01,7.235294117646162704e-01
6.980392156862080810e-01,7.490196078431381466e-01
6.431372549019442886e-01,7.647058823529278015e-01
5.745098039215008612e-01,7.745098039215463359e-01
4.529411764705173482e-01,7.764705882352700428e-01
3.313725490195338352e-01,7.745098039215463359e-01
2.803921568627174565e-01,7.666666666666515084e-01
2.254901960783399772e-01,7.529411764705855603e-01
1.607843137254576504e-01,7.313725490195110979e-01
9.411764705873792991e-02,6.980392156862080810e-01
6.470588235288232681e-02,6.784313725489710123e-01
3.725490196075043059e-02,6.568627450980102367e-01
5.882352941171120619e-03,6.254901960784309267e-01
-1.372549019617963495e-02,5.862745098038431024e-01
-2.352941176479816932e-02,5.274509803921318962e-01
-1.176470588234224124e-02,4.764705882352018307e-01
1.372549019606594811e-02,4.196078431372143314e-01
4.509803921564525808e-02,3.764705882352927802e-01
8.431372549011939554e-02,3.372549019607049559e-01
1.196078431372598061e-01,3.098039215685730596e-01
1.509803921568391161e-01,2.980392156862308184e-01
1.764705882352473054e-01,2.862745098038885772e-01
2.039215686273792016e-01,2.745098039215463359e-01
2.352941176469585116e-01,2.607843137254803878e-01
2.705882352940989222e-01,2.392156862744059254e-01
2.862745098038885772e-01,2.058823529411029085e-01
2.882352941176122840e-01,1.627450980391813573e-01
2.745098039215463359e-01,1.411764705882205817e-01
2.392156862745196122e-01,1.196078431372598061e-01
1.941176470587606673e-01,1.078431372548038780e-01
1.470588235293917023e-01,1.058823529410801711e-01
1.058823529410801711e-01,1.078431372548038780e-01
6.470588235288232681e-02,1.117647058822512918e-01
1.568627450978965499e-02,1.117647058822512918e-01
-4.705882352948265179e-02,1.058823529410801711e-01
-9.803921568629903049e-02,9.215686274501422304e-02
-1.274509803921546336e-01,7.254901960777715431e-02
-1.333333333333257542e-01,3.921568627447413746e-02
-1.235294117647072198e-01,-1.960784313723706873e-03
-9.411764705885161675e-02,-3.725490196086411743e-02
-5.686274509810118616e-02,-6.274509803927230678e-02
5.882352941171120619e-03,-7.058823529416713427e-02
7.254901960777715431e-02,-7.058823529416713427e-02
1.431372549019442886e-01,-7.058823529416713427e-02
2.156862745097214429e-01,-7.058823529416713427e-02
2.725490196078226290e-01,-7.058823529416713427e-02
3.411764705881523696e-01,-6.470588235299601365e-02
4.117647058823195039e-01,-5.294117647065377241e-02
4.941176470588288794e-01,-3.137254901969299681e-02
5.588235294117112062e-01,-1.372549019617963495e-02
6.098039215685275849e-01,1.176470588234224124e-02
6.392156862744968748e-01,4.117647058819784434e-02
6.607843137254576504e-01,8.235294117639568867e-02
6.627450980391813573e-01,1.137254901959749986e-01
6.509803921568391161e-01,1.529411764705628229e-01
6.372549019607731680e-01,1.862745098038658398e-01
6.078431372548038780e-01,2.196078431371688566e-01
5.568627450979874993e-01,2.470588235294144397e-01
5.137254901960659481e-01,2.666666666666515084e-01
4.705882352940307101e-01,2.803921568627174565e-01
4.176470588234906245e-01,2.921568627450596978e-01
3.705882352941216595e-01,3.098039215685730596e-01
3.196078431371915940e-01,3.352941176469812490e-01
2.823529411764411634e-01,3.627450980391131452e-01
2.725490196078226290e-01,3.843137254901876076e-01
2.803921568627174565e-01,4.137254901960432107e-01
2.941176470587834046e-01,4.411764705881751070e-01
3.098039215685730596e-01,4.607843137254121757e-01
3.274509803920864215e-01,4.843137254900966582e-01
3.588235294116657315e-01,5.098039215686185344e-01
3.921568627450824351e-01,5.294117647058556031e-01
4.470588235293462276e-01,5.568627450979874993e-01
5.019607843137237069e-01,5.705882352940534474e-01
5.549019607842637924e-01,5.745098039215008612e-01
6.196078431372598061e-01,5.823529411763956887e-01
6.843137254901421329e-01,5.960784313724616368e-01
7.372549019606822185e-01,6.215686274509835130e-01
7.745098039215463359e-01,6.490196078431154092e-01
7.980392156862308184e-01,6.784313725489710123e-01
7.999999999999545253e-01,7.039215686273792016e-01
7.823529411764411634e-01,7.254901960783399772e-01
7.549019607843092672e-01,7.470588235294144397e-01
7.235294117646162704e-01,7.666666666666515084e-01
6.843137254901421329e-01,7.725490196078226290e-01
6.372549019607731680e-01,7.745098039215463359e-01
5.764705882352245681e-01,7.764705882352700428e-01
5.019607843137237069e-01,7.784313725489937497e-01
4.411764705881751070e-01,7.803921568627174565e-01
3.901960784313587283e-01,7.823529411764411634e-01
3.372549019607049559e-01,7.823529411764411634e-01
2.725490196078226290e-01,7.764705882352700428e-01
2.156862745097214429e-01,7.686274509803752153e-01
1.568627450980102367e-01,7.549019607843092672e-01
1.019607843136327574e-01,7.333333333332348047e-01
6.078431372543491307e-02,7.098039215685503223e-01
1.764705882351336186e-02,6.725490196077998917e-01
-1.372549019617963495e-02,6.411764705882205817e-01
-4.705882352948265179e-02,5.901960784312905162e-01
-6.078431372554859990e-02,5.313725490195793100e-01
-5.882352941182489303e-02,4.901960784312677788e-01
-4.117647058831153117e-02,4.549019607842410551e-01
-1.176470588234224124e-02,4.274509803921091589e-01
2.941176470585560310e-02,3.999999999999772626e-01
6.274509803915861994e-02,3.784313725490164870e-01
8.823529411756680929e-02,3.627450980391131452e-01
1.137254901960886855e-01,3.509803921567709040e-01
1.411764705882205817e-01,3.333333333332575421e-01
1.647058823529050642e-01,3.137254901960204734e-01
1.843137254901421329e-01,2.901960784313359909e-01
2.019607843136554948e-01,2.588235294117566809e-01
2.137254901959977360e-01,2.274509803920636841e-01
2.176470588234451498e-01,1.980392156862080810e-01
2.098039215685503223e-01,1.666666666666287711e-01
1.843137254901421329e-01,1.431372549019442886e-01
1.470588235293917023e-01,1.215686274509835130e-01
1.137254901960886855e-01,1.156862745096987055e-01
6.078431372543491307e-02,1.117647058822512918e-01
9.803921568618534366e-03,1.137254901959749986e-01
-3.725490196086411743e-02,1.196078431372598061e-01
-8.627450980395678926e-02,1.215686274509835130e-01
-1.352941176470494611e-01,1.196078431372598061e-01
-1.705882352941898716e-01,1.058823529410801711e-01
-1.960784313725980610e-01,6.470588235288232681e-02
-1.960784313725980610e-01,1.960784313723706873e-02
-1.784313725490846991e-01,-1.568627450990334182e-02
-1.372549019607731680e-01,-3.725490196086411743e-02
-7.843137254906196176e-02,-3.921568627458782430e-02
-2.352941176479816932e-02,-2.352941176479816932e-02
3.333333333330301684e-02,-1.960784313735075557e-02
8.431372549011939554e-02,-1.960784313735075557e-02
1.352941176470494611e-01,-1.960784313735075557e-02
1.803921568626947192e-01,-2.156862745107446244e-02
2.215686274508925635e-01,-2.156862745107446244e-02
2.705882352940989222e-01,-2.156862745107446244e-02
3.411764705881523696e-01,-2.549019607852187619e-02
4.039215686274246764e-01,-2.549019607852187619e-02
4.627450980391358826e-01,-1.960784313735075557e-02
5.176470588235133619e-01,-1.568627450990334182e-02
5.705882352940534474e-01,3.921568627447413746e-03
6.235294117647072198e-01,3.921568627447413746e-02
